,price
6253,335750
6254,425000
6255,292500
6256,330000
6257,554820
6258,582000
6259,557000
6260,950000
6261,212644
6262,354000
6263,500000
6264,240000
6265,971971
6266,412000
6267,408000
6268,583500
6269,1454000
6270,222000
6271,278000
6272,450000
6273,510000
6274,887250
6275,308950
6276,730000
6277,1220000
6278,625700
6279,197400
6280,499000
6281,360000
6282,357000
6283,337500
6284,700000
6285,303000
6286,780000
6287,890000
6288,545000
6289,413107
6290,770000
6291,495000
6292,815000
6293,505000
6294,235000
6295,248000
6296,227000
6297,660000
6298,549950
6299,700000
6300,331000
6301,1500000
6302,405500
6303,550000
6304,225000
6305,580000
6306,561000
6307,415000
6308,290000
6309,820000
6310,667400
6311,590000
6312,525000
6313,555000
6314,235000
6315,645000
6316,465000
6317,340000
6318,393000
6319,299950
6320,1289990
6321,590000
6322,355000
6323,555000
6324,110000
6325,370000
6326,810000
6327,358000
6328,447000
6329,630000
6330,217450
6331,814000
6332,450000
6333,1500000
6334,1099880
6335,231500
6336,680000
6337,540000
6338,510000
6339,466200
6340,554000
6341,862500
6342,1095000
6343,475000
6344,291750
6345,489950
6346,385000
6347,355000
6348,450000
6349,419000
6350,1295000
6351,898000
6352,1650000
6353,355000
6354,222000
6355,240500
6356,245000
6357,849990
6358,823000
6359,760000
6360,380000
6361,525000
6362,555000
6363,680000
6364,390000
6365,330000
6366,850000
6367,325000
6368,565000
6369,289900
6370,250000
6371,375000
6372,499000
6373,477000
6374,154500
6375,319990
6376,375000
6377,372500
6378,349950
6379,205000
6380,392500
6381,795000
6382,465000
6383,170500
6384,325000
6385,306500
6386,325000
6387,1308000
6388,396500
6389,249900
6390,285000
6391,1195000
6392,231200
6393,1210000
6394,257500
6395,865000
6396,439950
6397,350000
6398,229950
6399,195000
6400,180000
6401,260000
6402,275000
6403,805000
6404,540000
6405,610000
6406,400000
6407,425000
6408,408000
6409,648000
6410,700000
6411,300000
6412,885000
6413,542126
6414,551000
6415,448000
6416,310000
6417,280000
6418,183000
6419,575000
6420,740000
6421,435000
6422,191000
6423,625000
6424,300000
6425,145000
6426,732600
6427,360000
6428,851000
6429,250000
6430,192500
6431,443000
6432,521000
6433,374000
6434,920000
6435,335000
6436,330000
6437,358800
6438,175000
6439,394950
6440,600000
6441,277000
6442,375000
6443,825000
6444,207200
6445,184500
6446,150000
6447,282900
6448,240000
6449,740000
6450,385000
6451,864000
6452,465000
6453,397500
6454,390500
6455,596000
6456,250000
6457,300000
6458,299999
6459,320000
6460,456000
6461,419950
6462,605000
6463,340000
6464,791000
6465,400000
6466,325000
6467,264000
6468,1510000
6469,1062500
6470,278000
6471,305000
6472,240000
6473,660000
6474,218000
6475,455950
6476,265000
6477,288000
6478,552000
6479,592500
6480,793000
6481,571900
6482,500000
6483,575000
6484,230000
6485,713000
6486,315000
6487,379900
6488,1100000
6489,448000
6490,300000
6491,316000
6492,450000
6493,287000
6494,313300
6495,790000
6496,480000
6497,196500
6498,484000
6499,360000
6500,412000
6501,285000
6502,875000
6503,617000
6504,514000
6505,325000
6506,775000
6507,294000
6508,265000
6509,395000
6510,168000
6511,555950
6512,697000
6513,259000
6514,496700
6515,369950
6516,304000
6517,518000
6518,648000
6519,403500
6520,415000
6521,979700
6522,319000
6523,784000
6524,309000
6525,264000
6526,250000
6527,489000
6528,965000
6529,294000
6530,927000
6531,305000
6532,805000
6533,612500
6534,680000
6535,1300000
6536,465000
6537,359500
6538,825050
6539,1598000
6540,279950
6541,357500
6542,1050000
6543,390000
6544,299900
6545,1285000
6546,412000
6547,375000
6548,408000
6549,880000
6550,435000
6551,675000
6552,1150000
6553,325000
6554,716500
6555,530000
6556,317750
6557,810000
6558,3100000
6559,616000
6560,805000
6561,110000
6562,221700
6563,299950
6564,589950
6565,615000
6566,449500
6567,350000
6568,935000
6569,579950
6570,206325
6571,260000
6572,560000
6573,535000
6574,575000
6575,360000
6576,535000
6577,699850
6578,390000
6579,1180000
6580,805000
6581,1675000
6582,430760
6583,1210000
6584,246950
6585,575000
6586,192500
6587,182568
6588,850000
6589,315000
6590,225000
6591,543000
6592,345000
6593,295000
6594,1195000
6595,361000
6596,568000
6597,259000
6598,600000
6599,1408760
6600,210000
6601,445000
6602,525000
6603,784950
6604,419000
6605,562100
6606,370000
6607,1169000
6608,225000
6609,368500
6610,979000
6611,419900
6612,519900
6613,509007
6614,700000
6615,350000
6616,580000
6617,485000
6618,645000
6619,1500000
6620,805000
6621,620000
6622,620000
6623,306000
6624,430000
6625,337000
6626,470000
6627,2175000
6628,460000
6629,475000
6630,887500
6631,379500
6632,339000
6633,789500
6634,230000
6635,305000
6636,212000
6637,819995
6638,425000
6639,225000
6640,515000
6641,465000
6642,779000
6643,350000
6644,499000
6645,237000
6646,345000
6647,299950
6648,229999
6649,1240000
6650,736000
6651,485000
6652,650880
6653,829950
6654,306000
6655,692000
6656,450000
6657,616000
6658,1400000
6659,715500
6660,1000000
6661,585000
6662,589410
6663,832600
6664,205000
6665,285000
6666,600000
6667,195000
6668,777000
6669,453500
6670,340000
6671,305000
6672,2000000
6673,1240000
6674,590000
6675,305000
6676,225000
6677,696500
6678,525000
6679,420000
6680,506000
6681,2250000
6682,754000
6683,275500
6684,515000
6685,750000
6686,565000
6687,357250
6688,740000
6689,980000
6690,392000
6691,196000
6692,218450
6693,210000
6694,424000
6695,652000
6696,429000
6697,465000
6698,1550000
6699,375000
6700,1037000
6701,560000
6702,460000
6703,700000
6704,785000
6705,472000
6706,232000
6707,450000
6708,605000
6709,360000
6710,365000
6711,425000
6712,317500
6713,255000
6714,515000
6715,591975
6716,431000
6717,360400
6718,730000
6719,210000
6720,465000
6721,800000
6722,1050000
6723,255000
6724,455000
6725,720000
6726,1187500
6727,340000
6728,205000
6729,475000
6730,560000
6731,640000
6732,335000
6733,245000
6734,797000
6735,469000
6736,1208000
6737,375000
6738,475200
6739,535365
6740,263500
6741,750000
6742,1651000
6743,425000
6744,300000
6745,355000
6746,320000
6747,388000
6748,698000
6749,429950
6750,315000
6751,110000
6752,320000
6753,489000
6754,500000
6755,440000
6756,2048000
6757,375000
6758,355000
6759,335000
6760,410500
6761,390000
6762,130000
6763,269000
6764,840000
6765,132825
6766,324747
6767,425000
6768,330000
6769,947500
6770,814842
6771,175000
6772,249950
6773,580000
6774,345000
6775,711000
6776,949950
6777,517500
6778,1200000
6779,260000
6780,295700
6781,420000
6782,253101
6783,580000
6784,529950
6785,243000
6786,257000
6787,370000
6788,720000
6789,328000
6790,369950
6791,645000
6792,567000
6793,240000
6794,257200
6795,614306
6796,500000
6797,725000
6798,440000
6799,615000
6800,210000
6801,470000
6802,600000
6803,400000
6804,340000
6805,489900
6806,950000
6807,515500
6808,750000
6809,400000
6810,593000
6811,402000
6812,1060000
6813,513000
6814,335000
6815,592500
6816,1205000
6817,239900
6818,425000
6819,870000
6820,678500
6821,435000
6822,320000
6823,265000
6824,870000
6825,1355000
6826,213000
6827,270000
6828,807500
6829,605000
6830,464000
6831,825000
6832,1190000
6833,550000
6834,305000
6835,600000
6836,525000
6837,625000
6838,370000
6839,478000
6840,1034500
6841,397500
6842,249900
6843,439000
6844,284000
6845,312200
6846,425000
6847,616500
6848,419000
6849,230000
6850,270000
6851,959900
6852,645000
6853,1250000
6854,250000
6855,475000
6856,160000
6857,539000
6858,382000
6859,318400
6860,525000
6861,381000
6862,280000
6863,575000
6864,400000
6865,1050000
6866,1080000
6867,607500
6868,455000
6869,225000
6870,262000
6871,410000
6872,419950
6873,610685
6874,311000
6875,667000
6876,259900
6877,1258000
6878,650000
6879,260000
6880,650000
6881,717550
6882,560000
6883,180000
6884,208800
6885,225500
6886,253000
6887,825000
6888,340000
6889,245000
6890,238000
6891,235000
6892,386950
6893,795000
6894,800000
6895,1010000
6896,289950
6897,560000
6898,986000
6899,630000
6900,422000
6901,388500
6902,320000
6903,339900
6904,458000
6905,548000
6906,450000
6907,799000
6908,375000
6909,696950
6910,719000
6911,275400
6912,240000
6913,535000
6914,619000
6915,990000
6916,210000
6917,416100
6918,315000
6919,275000
6920,315000
6921,259000
6922,120000
6923,255000
6924,1900000
6925,666000
6926,556000
6927,450000
6928,568000
6929,390000
6930,429950
6931,280000
6932,255000
6933,399000
6934,731100
6935,259000
6936,2328000
6937,319000
6938,288000
6939,235000
6940,423500
6941,375000
6942,802500
6943,410000
6944,290000
6945,799000
6946,580000
6947,655000
6948,752000
6949,365000
6950,315000
6951,300000
6952,462500
6953,472500
6954,350000
6955,394000
6956,508800
6957,495000
6958,674600
6959,263000
6960,1680000
6961,302100
6962,419900
6963,625000
6964,280500
6965,448500
6966,415000
6967,1096500
6968,745641
6969,250000
6970,245000
6971,215000
6972,265000
6973,602500
6974,474800
6975,315000
6976,542500
6977,603000
6978,299900
6979,449900
6980,1075000
6981,367000
6982,390000
6983,620000
6984,610000
6985,825000
6986,453000
6987,987000
6988,389000
6989,700000
6990,594950
6991,501000
6992,218000
6993,622000
6994,1175000
6995,605000
6996,350000
6997,575000
6998,384000
6999,189950
7000,340000
7001,230000
7002,404950
7003,369000
7004,425000
7005,499000
7006,780000
7007,920000
7008,900000
7009,515000
7010,440000
7011,875000
7012,330000
7013,540000
7014,951000
7015,450000
7016,255000
7017,970000
7018,345000
7019,250000
7020,364000
7021,360000
7022,253750
7023,1629000
7024,132500
7025,520000
7026,810000
7027,155000
7028,577450
7029,280000
7030,253000
7031,425000
7032,443000
7033,330000
7034,370000
7035,525000
7036,775000
7037,661500
7038,710000
7039,206000
7040,635700
7041,120000
7042,235000
7043,363000
7044,760000
7045,595000
7046,825000
7047,635000
7048,519000
7049,735000
7050,529000
7051,344000
7052,911000
7053,559000
7054,621000
7055,475000
7056,160000
7057,230000
7058,435000
7059,998000
7060,1881580
7061,534640
7062,225000
7063,251000
7064,207000
7065,529950
7066,2320000
7067,409000
7068,338500
7069,599950
7070,599950
7071,400000
7072,999950
7073,620000
7074,240000
7075,679000
7076,400000
7077,450000
7078,824000
7079,282500
7080,411000
7081,299950
7082,571500
7083,625000
7084,415250
7085,690000
7086,3120000
7087,929000
7088,330000
7089,222500
7090,175000
7091,550000
7092,1999000
7093,373500
7094,600000
7095,440000
7096,185000
7097,832500
7098,418000
7099,625000
7100,339000
7101,386000
7102,1690000
7103,775000
7104,703011
7105,1488000
7106,220000
7107,458400
7108,1800000
7109,359000
7110,453000
7111,940000
7112,272925
7113,920000
7114,220000
7115,787500
7116,735000
7117,541000
7118,672000
7119,270000
7120,570000
7121,2375000
7122,185000
7123,840000
7124,550000
7125,650000
7126,250000
7127,497000
7128,1850000
7129,450000
7130,285000
7131,425000
7132,185000
7133,1250000
7134,850000
7135,770000
7136,354901
7137,551000
7138,240500
7139,454450
7140,1000000
7141,875000
7142,760000
7143,2000000
7144,868000
7145,309950
7146,425500
7147,347000
7148,145000
7149,241000
7150,163500
7151,616000
7152,499000
7153,485000
7154,659000
7155,685000
7156,696000
7157,539950
7158,504600
7159,826600
7160,375000
7161,408000
7162,670000
7163,515000
7164,875000
7165,269950
7166,166000
7167,2350000
7168,440000
7169,565000
7170,625000
7171,215000
7172,468000
7173,316000
7174,759000
7175,1100000
7176,370900
7177,989990
7178,260656
7179,415000
7180,425000
7181,400000
7182,452950
7183,865000
7184,835000
7185,350000
7186,545000
7187,309950
7188,397500
7189,295000
7190,580000
7191,432500
7192,390000
7193,355000
7194,280300
7195,557500
7196,500000
7197,360000
7198,346500
7199,420000
7200,157000
7201,325000
7202,339950
7203,815000
7204,245000
7205,1400000
7206,298000
7207,500000
7208,630000
7209,465000
7210,332544
7211,279000
7212,460000
7213,229000
7214,536500
7215,625504
7216,275000
7217,288000
7218,260000
7219,883000
7220,615000
7221,335000
7222,368750
7223,907000
7224,925500
7225,763101
7226,445000
7227,2027000
7228,340000
7229,720000
7230,246000
7231,748000
7232,710000
7233,615000
7234,760000
7235,280000
7236,780000
7237,190000
7238,250000
7239,750500
7240,300000
7241,310000
7242,724950
7243,682000
7244,742500
7245,716000
7246,459500
7247,386000
7248,691100
7249,480000
7250,480000
7251,450000
7252,345950
7253,571500
7254,455000
7255,888000
7256,300500
7257,308500
7258,476000
7259,690000
7260,352000
7261,565000
7262,613000
7263,385000
7264,170000
7265,289000
7266,487000
7267,330000
7268,244000
7269,1749000
7270,345000
7271,324888
7272,536000
7273,292000
7274,568500
7275,415000
7276,2193000
7277,220000
7278,264950
7279,699950
7280,245000
7281,745000
7282,281000
7283,382500
7284,282000
7285,185000
7286,1050000
7287,445000
7288,346100
7289,525000
7290,435000
7291,200000
7292,922755
7293,329000
7294,1901000
7295,424000
7296,796500
7297,649000
7298,760000
7299,739000
7300,447500
7301,289500
7302,832500
7303,710000
7304,355000
7305,715000
7306,487000
7307,475000
7308,343000
7309,218500
7310,221000
7311,607010
7312,323000
7313,725000
7314,595000
7315,580000
7316,615000
7317,1050000
7318,487000
7319,287000
7320,174900
7321,419000
7322,870000
7323,475999
7324,920000
7325,1120000
7326,241000
7327,535000
7328,255000
7329,385000
7330,970000
7331,190000
7332,535000
7333,549900
7334,374950
7335,495000
7336,360000
7337,499160
7338,1375000
7339,510000
7340,659000
7341,2453500
7342,426000
7343,368000
7344,354000
7345,547500
7346,378000
7347,325000
7348,315500
7349,297975
7350,565000
7351,525000
7352,303697
7353,510000
7354,372500
7355,504500
7356,265000
7357,438000
7358,470000
7359,369000
7360,638000
7361,710000
7362,375000
7363,698000
7364,590000
7365,535000
7366,650000
7367,725000
7368,476000
7369,320000
7370,359950
7371,550000
7372,150000
7373,720000
7374,620000
7375,271500
7376,630000
7377,625000
7378,556300
7379,660000
7380,1900000
7381,517000
7382,509500
7383,485000
7384,550000
7385,186375
7386,328000
7387,1965000
7388,719000
7389,458000
7390,336800
7391,970000
7392,500000
7393,630000
7394,239000
7395,575000
7396,234000
7397,347500
7398,245000
7399,395000
7400,392400
7401,366000
7402,135000
7403,1698890
7404,707000
7405,257000
7406,527000
7407,410000
7408,292000
7409,525000
7410,575000
7411,310000
7412,555000
7413,369950
7414,726888
7415,440000
7416,507000
7417,560000
7418,249000
7419,280000
7420,971000
7421,675000
7422,255000
7423,517000
7424,280000
7425,903000
7426,160000
7427,400000
7428,434500
7429,950000
7430,270000
7431,299950
7432,365000
7433,700000
7434,190000
7435,412500
7436,550000
7437,435000
7438,587000
7439,930800
7440,370000
7441,452000
7442,1465000
7443,188000
7444,400000
7445,310000
7446,325000
7447,573300
7448,178500
7449,447000
7450,260000
7451,460000
7452,430000
7453,509990
7454,1005000
7455,650000
7456,454000
7457,422500
7458,1050000
7459,583000
7460,2350000
7461,315000
7462,306000
7463,460000
7464,244000
7465,279000
7466,580000
7467,295000
7468,850000
7469,595000
7470,550000
7471,425000
7472,725000
7473,1160000
7474,355000
7475,370000
7476,319000
7477,235000
7478,800500
7479,1550000
7480,525000
7481,616500
7482,435000
7483,572000
7484,865000
7485,432100
7486,235000
7487,470000
7488,229000
7489,295832
7490,243000
7491,560000
7492,1365000
7493,195000
7494,626700
7495,272000
7496,650000
7497,510000
7498,590000
7499,507500
7500,633000
7501,275000
7502,418000
7503,685000
7504,583000
7505,228000
7506,328000
7507,350000
7508,600000
7509,175000
7510,265000
7511,375000
7512,306000
7513,155000
7514,540000
7515,855000
7516,400000
7517,659950
7518,163800
7519,750000
7520,387500
7521,1387800
7522,212500
7523,213800
7524,580000
7525,329000
7526,750000
7527,399950
7528,353000
7529,270000
7530,239950
7531,360000
7532,449950
7533,475000
7534,386000
7535,808000
7536,390000
7537,261000
7538,571000
7539,350000
7540,641000
7541,1200000
7542,345000
7543,150000
7544,306000
7545,320000
7546,2384000
7547,235000
7548,256000
7549,1000000
7550,535000
7551,626000
7552,1270000
7553,357000
7554,279000
7555,227000
7556,265000
7557,605000
7558,665000
7559,455000
7560,418000
7561,190000
7562,525000
7563,667000
7564,320900
7565,493000
7566,345000
7567,550000
7568,645000
7569,392000
7570,148000
7571,260000
7572,259500
7573,405000
7574,263900
7575,530000
7576,537000
7577,400000
7578,762300
7579,1755000
7580,290900
7581,947500
7582,410000
7583,654000
7584,729000
7585,306000
7586,570000
7587,767250
7588,313100
7589,268000
7590,1340000
7591,425000
7592,2385000
7593,491000
7594,531000
7595,404000
7596,140000
7597,459000
7598,570000
7599,332000
7600,700000
7601,1345000
7602,486000
7603,240000
7604,675000
7605,480000
7606,725000
7607,370000
7608,1442500
7609,940000
7610,280000
7611,367500
7612,250000
7613,631500
7614,408000
7615,320000
7616,335000
7617,315000
7618,617000
7619,249900
7620,715000
7621,725000
7622,425000
7623,360000
7624,286000
7625,315000
7626,360000
7627,229950
7628,265000
7629,280950
7630,360000
7631,350500
7632,972000
7633,585000
7634,349170
7635,349000
7636,297000
7637,535000
7638,263000
7639,898000
7640,213000
7641,580000
7642,925000
7643,165000
7644,799000
7645,473000
7646,339000
7647,1104500
7648,526000
7649,440000
7650,931088
7651,437500
7652,450000
7653,373000
7654,888990
7655,359950
7656,672500
7657,270000
7658,438800
7659,355000
7660,250000
7661,580000
7662,310000
7663,253500
7664,700000
7665,238000
7666,490000
7667,528000
7668,279950
7669,685000
7670,936000
7671,2125000
7672,700000
7673,540000
7674,550000
